frag	phylostrata	avg_mainAge
1_32378903_32383282	15	MM
1_32410371_32420906	2	UC
1_32477732_32487096	8	EM
1_32532669_32543686	8	EM
1_32573374_32575145	2	UC
1_32642437_32645826	2	UC
1_32661814_32670477	5	EM
1_32670478_32671967	5	EM
1_32671968_32694457	5.33333333333333	EM
1_32711309_32716765	8	EM
1_32716766_32718388	8	EM
1_32753663_32762300	1	UC
1_32794627_32814702	4.5	EM
1_32814703_32825453	9	EM
1_32825454_32836565	9	EM
1_32860268_32865489	2	UC
1_33113157_33116506	1	UC
1_33116507_33119562	2	UC
1_33160962_33172003	8	EM
1_33427392_33431365	2	UC
1_33546157_33562510	5	EM
1_33645474_33649442	8	EM
1_3370481_3383373	8	EM
1_33718493_33725414	8	EM
1_33895581_33904659	6	EM
1_3531260_3544978	5	EM
1_35450205_35451728	4	EM
1_35479790_35503867	6	EM
1_35656943_35666673	4	EM
1_3565776_3577339	3	UC
1_35733821_35735924	6	EM
1_3590780_3638062	4	EM
1_36015399_36028658	3	UC
1_36037223_36043346	5	EM
1_36261113_36277868	2	UC
1_36326423_36339124	2	UC
1_36388376_36402530	2	UC
1_36538178_36558502	3	UC
1_36588533_36600342	8	EM
1_36612957_36628346	5	EM
1_3665843_3671123	7	EM
1_36689675_36690929	8	EM
1_36771651_36800735	9.33333333333333	EM
1_36848555_36852470	4	EM
1_36858888_36863901	2	UC
1_36883305_36888534	2	UC
1_36915681_36920902	2	UC
1_36927584_36939538	4.5	EM
1_37494408_37508296	2	UC
1_3768441_3797948	2	UC
1_37937165_37944375	4	EM
1_37979236_37981502	2	UC
1_38021315_38023385	2	UC
1_38055267_38061777	1	UC
1_3815536_3819683	8	EM
1_38156332_38160858	4	EM
1_38269910_38276064	8	EM
1_38324477_38328050	5	EM
1_38401993_38413902	2	UC
1_38444088_38459957	2	UC
1_38469208_38479187	4	EM
1_38510351_38514482	2	UC
1_39323109_39328055	2	UC
1_39448021_39458157	8	EM
1_39542466_39548092	4	EM
1_40493568_40511069	2	UC
1_40623353_40629045	8	EM
1_40711556_40713624	11	MM
1_40721788_40737635	1	UC
1_40764146_40786458	6	EM
1_40808519_40817618	2	UC
1_40901333_40917240	12	MM
1_40934539_40943649	12	MM
1_40970479_40975678	2	UC
1_40996163_40998471	12	MM
1_41321701_41332672	11	MM
1_41947515_41953716	8	EM
1_42613655_42625305	8	EM
1_42626594_42634374	11	MM
1_42844427_42849515	1	UC
1_42920939_42923294	2	UC
1_42925252_42930355	8	EM
1_43120381_43125945	2	UC
1_43146524_43150180	1	UC
1_43204727_43209067	7	EM
1_43218803_43223688	5	EM
1_43223689_43239461	3	UC
1_43423610_43426304	2	UC
1_43634235_43649319	2	UC
1_43724149_43732826	2	UC
1_43794944_43813361	8	EM
1_43824122_43834396	4	EM
1_43850167_43855391	4	EM
1_43855392_43858082	3	UC
1_43884985_43887100	2	UC
1_43908234_43920915	1.5	UC
1_43976174_43992142	2	UC
1_44172750_44176455	8	EM
1_44395544_44403674	8	EM
1_44405566_44414259	3	UC
1_44425068_44437550	2.5	UC
1_44441553_44456606	3.5	EM
1_44494001_44506509	1	UC
1_44678697_44684308	2	UC
1_44815789_44830580	1	UC
1_45136190_45140837	2	UC
1_45199393_45209488	2	UC
1_45238578_45241678	1	UC
1_45241679_45243792	1	UC
1_45250883_45256643	6	EM
1_45264674_45275508	2.66666666666667	UC
1_45277189_45294123	3	UC
1_45301331_45310991	2	UC
1_45451481_45454913	2	UC
1_45476778_45482664	2.5	UC
1_45787357_45799353	2.5	UC
1_45805323_45806063	1.5	UC
1_45806064_45807555	1.5	UC
1_45955111_45957467	4	EM
1_45987157_45995504	1	UC
1_46012546_46017074	1	UC
1_46040094_46049895	2	UC
1_46134654_46154186	6.5	EM
1_46250740_46263413	2	UC
1_46597097_46599621	4	EM
1_46636405_46641230	8	EM
1_46641231_46646646	4	EM
1_46668482_46671826	8	EM
1_46685008_46687010	4	EM
1_46687011_46715365	2	UC
1_46763671_46771356	2	UC
1_46805253_46806048	2	UC
1_47081193_47085435	6.5	EM
1_47136539_47140305	2	UC
1_47183266_47194316	4	EM
1_47647596_47658305	8	EM
1_47687948_47692986	5	EM
1_47693536_47713342	5	EM
1_47792295_47800369	1	UC
1_47871330_47889341	4	EM
1_47901530_47914305	4	EM
1_48685214_48689638	1	UC
1_49239278_49244638	6	EM
1_50887814_50904961	4	EM
1_51424828_51426097	4	EM
1_51426098_51427254	8	EM
1_51701618_51707979	4	EM
1_51807370_51812666	2	UC
1_51923972_51932718	2	UC
1_51982259_51990648	2	UC
1_52037930_52042859	5	EM
1_52253627_52265528	1	UC
1_52343723_52349067	1	UC
1_52497569_52500184	2	UC
1_52521547_52524720	2	UC
1_52594995_52608450	4	EM
1_52827143_52832473	4	EM
1_52869928_52871156	1.5	UC
1_53010298_53033318	2	UC
1_53058961_53070336	1	UC
1_53191942_53193239	5	EM
1_53308053_53312482	5	EM
1_53605720_53610340	8	EM
1_53685740_53689798	2	UC
1_53724303_53755493	6	EM
1_54199217_54200856	8	EM
1_54300976_54320506	5	EM
1_54407561_54423841	3.5	EM
1_54478314_54494347	9	EM
1_54517645_54534602	2	UC
1_54605965_54629016	5	EM
1_54648228_54650120	4	EM
1_54660143_54666826	4	EM
1_54702612_54706786	15	MM
1_54875902_54879620	2	UC
1_55000713_55017339	1	UC
1_55087349_55097193	8	EM
1_55100009_55109263	11	MM
1_55226356_55234435	1	UC
1_55242641_55261046	7	EM
1_55262864_55269565	7	EM
1_55269566_55283808	5	EM
1_55437903_55452546	9	EM
1_55458364_55468260	12	MM
1_55679204_55689022	2	UC
1_57104761_57115067	2	UC
1_57281041_57288092	9	EM
1_57318554_57321294	8	EM
1_59011571_59017381	1	UC
1_59038342_59045654	8	EM
1_59164479_59168269	2	UC
1_59245185_59253039	2	UC
1_59758286_59764653	1	UC
1_60275891_60282193	2	UC
1_60390009_60398171	2	UC
1_6049670_6053523	1.5	UC
1_60537759_60543142	4	EM
1_6220817_6245036	2	UC
1_6258535_6274327	4	EM
1_62901316_62904675	5	EM
1_6297167_6308873	8	EM
1_63051627_63064553	8	EM
1_63247446_63250968	2	UC
1_63769568_63792897	4	EM
1_63985757_63989731	6	EM
1_63997170_64004077	4	EM
1_64056350_64060967	4.5	EM
1_64236812_64242815	5	EM
1_6440860_6466926	1	UC
1_64665090_64681925	4	EM
1_65418968_65434119	6	EM
1_6553634_6581701	4	EM
1_65885295_65894626	5	EM
1_6597457_6614861	2	UC
1_6614862_6634284	8	EM
1_6635296_6647590	8	EM
1_6669510_6675892	6	EM
1_6683584_6688403	6	EM
1_66994184_66999575	4	EM
1_67217482_67220628	2	UC
1_67264410_67275226	9	EM
1_67389759_67391481	3	UC
1_6746419_6763387	2	UC
1_67593884_67600977	12	MM
1_67621847_67634499	10	MM
1_67695072_67706175	12	MM
1_67749397_67777051	8	EM
1_67895296_67901302	2	UC
1_68149975_68154776	6	EM
1_6845266_6861033	5	EM
1_68696452_68707494	4	EM
1_68911549_68921698	8	EM
1_68962244_68966190	6	EM
1_70609204_70613093	5	EM
1_70666282_70674746	3	UC
1_70686109_70688832	4	EM
1_70701915_70704607	4	EM
1_70819945_70824643	8.5	EM
1_70875753_70879312	1	UC
1_71530008_71535732	2	UC
1_71546573_71549894	2	UC
1_72746687_72749850	5	EM
1_74660238_74669155	3	UC
1_75122340_75143734	5	EM
1_75194205_75204530	1	UC
1_76068563_76079386	2	UC
1_76187495_76190890	1	UC
1_76245180_76252671	2	UC
1_76252672_76256866	2	UC
1_76257150_76264083	2	UC
1_76539805_76544964	8	EM
1_77683078_77686043	2	UC
1_78141576_78151695	4	EM
1_78220016_78226294	2	UC
1_78242120_78249071	5	EM
1_7828562_7833272	2	UC
1_7840370_7848466	5	EM
1_78439265_78448564	2.33333333333333	UC
1_79077043_79086626	5	EM
1_79114114_79115483	8	EM
1_8008116_8036091	1	UC
1_8081098_8094265	8	EM
1_8375879_8381244	8	EM
1_84463604_84466644	2	UC
1_84540202_84546824	2	UC
1_84761608_84768396	5	EM
1_8484342_8487414	4	EM
1_84863031_84864954	2	UC
1_84941119_84947206	2	UC
1_84970647_84978264	8	EM
1_85038838_85042009	1	UC
1_85100235_85101609	15	MM
1_85154753_85156616	2	UC
1_85357095_85360070	8	EM
1_85460570_85465349	2	UC
1_85720911_85726933	8	EM
1_86038182_86045764	1	UC
1_86045765_86049108	6	EM
1_86172888_86174482	2	UC
1_86859790_86866745	9	EM
1_86883597_86890757	4	EM
1_86927687_86935966	4	EM
1_87169445_87172757	4	EM
1_87379937_87381019	3	UC
1_87793596_87795680	4	EM
1_8873994_8880232	4	EM
1_89145204_89151586	4	EM
1_89457623_89466415	1.5	UC
1_89615945_89617577	2	UC
1_89640140_89642057	2	UC
1_89664459_89668112	2	UC
1_89735158_89741882	2	UC
1_89827325_89830076	2	UC
1_89986570_90007785	5	EM
1_90096958_90103624	5	EM
1_90279894_90290448	5	EM
1_903641_927394	8	EM
1_91180883_91187678	6	EM
1_91487758_91489354	8	EM
1_91961842_91967706	2	UC
1_92364837_92375931	6	EM
1_927395_936954	4	EM
1_92764068_92764836	4	EM
1_93257157_93268883	2	UC
1_93283919_93298141	1	UC
1_93298402_93307383	1	UC
1_93425616_93427558	8	EM
1_9350674_9357224	4	EM
1_93542060_93545657	4	EM
1_93639109_93648110	5.5	EM
1_93810951_93824198	2	UC
1_93902865_93917539	2	UC
1_94055034_94070345	5	EM
1_94306027_94323174	5	EM
1_94344271_94349580	2	UC
1_943677_957199	6.5	EM
1_94370390_94375724	3	UC
1_94739212_94755417	4	EM
1_94876094_94886259	1	UC
1_95006048_95008258	8	EM
1_95277745_95286959	6	EM
1_95389111_95393772	4	EM
1_95536274_95538845	2	UC
1_95573695_95586127	2	UC
1_95698761_95703126	2	UC
1_9598476_9613618	2	UC
1_97185168_97187401	2	UC
1_98385116_98389489	1	UC
1_9882740_9887455	5	EM
1_99126512_99129068	4	EM
1_99467264_99471454	6	EM
1_99726899_99741788	8	EM
1_9990442_10021260	2	UC
10_100016240_100031735	2	UC
10_100172745_100176594	1	UC
10_100202176_100213082	4	EM
10_100993133_101000575	8	EM
10_101189732_101190465	1	UC
10_101292229_101298224	5	EM
10_101418038_101420153	2	UC
10_101460233_101464460	1	UC
10_101526826_101552246	1	UC
10_101685703_101693208	4	EM
10_101755206_101773702	4	EM
10_101839196_101847078	7	EM
10_101944868_101948473	2	UC
10_102009002_102021372	2	UC
10_102024928_102046980	2	UC
10_102089566_102090699	2	UC
10_102101008_102107481	1	UC
10_102286634_102292138	4	EM
10_102671611_102674599	8	EM
10_102727661_102731115	8	EM
10_102745843_102750791	1.5	UC
10_102752438_102756590	6	EM
10_102884614_102889512	5	EM
10_102966814_102994175	5	EM
10_1033144_1035562	8	EM
10_103325227_103336483	2	UC
10_103346850_103354217	2	UC
10_103533315_103536658	8	EM
10_103536659_103543465	8	EM
10_103578280_103581301	1	UC
10_103595200_103610651	6	EM
10_103803388_103829693	5	EM
10_103878793_103882547	4	EM
10_103888209_103896703	5	EM
10_103909108_103917766	1	UC
10_103980620_103986275	6	EM
10_103997528_104007515	5	EM
10_104170139_104180749	4	EM
10_104180750_104190249	5	EM
10_104190360_104201875	6	EM
10_104217405_104222593	4	EM
10_104261258_104262550	2	UC
10_104262551_104264684	5	EM
10_104341892_104356041	5	EM
10_104591177_104593705	8	EM
10_104593706_104605513	8	EM
10_104628027_104632455	1	UC
10_105035577_105038432	8	EM
10_105108418_105111397	5	EM
10_105152406_105157668	3.5	EM
10_105235696_105250427	8	EM
10_105251137_105254551	6	EM
10_105614422_105616436	8	EM
10_105676376_105694522	2	UC
10_105723734_105729377	4	EM
10_105844381_105845806	8	EM
10_105879858_105883772	4	EM
10_106096565_106101045	8	EM
10_106106700_106114042	2	UC
10_1094992_1096074	1	UC
10_111629616_111633224	1	UC
10_111674062_111683676	1	UC
10_111752628_111756722	1	UC
10_111965601_111972285	4	EM
10_112061091_112067985	2	UC
10_112255134_112262944	8	EM
10_112327256_112329436	1	UC
10_112631371_112633138	2	UC
10_112678100_112680701	1	UC
10_114130957_114134676	1	UC
10_114166350_114173575	1	UC
10_114193340_114212345	2	UC
10_115509832_115511574	8	EM
10_115610452_115616858	2	UC
10_115798543_115807451	8	EM
10_115930062_115935870	5	EM
10_115938654_115946909	5	EM
10_115996795_116001335	8	EM
10_11645734_11654324	2	UC
10_116577878_116587626	4	EM
10_116696415_116702995	1	UC
10_11777699_11789010	1	UC
10_118485823_118506350	2	UC
10_118604837_118612150	4	EM
10_118955275_118957867	5	EM
10_118997342_119005840	1	UC
10_119131520_119146527	4	EM
10_119798916_119807927	6	EM
10_120099138_120106417	5	EM
10_120351163_120356357	4	EM
10_120510805_120516689	4	EM
10_120814322_120819820	2	UC
10_12083181_12086688	2	UC
10_120837396_120842672	2	UC
10_120860604_120873323	2	UC
10_120920964_120927630	8	EM
10_120931066_120943510	1	UC
10_120964464_120969579	4	EM
10_12125421_12136074	1	UC
10_121294464_121305112	9	EM
10_121355184_121361301	2	UC
10_121406566_121411829	6	EM
10_121484055_121487453	3	UC
10_12155627_12166479	1	UC
10_121627590_121637322	2	UC
10_121650214_121656575	2	UC
10_12167037_12172557	1	UC
10_12235839_12239455	1.5	UC
10_122605638_122611860	2	UC
10_123683773_123690574	1	UC
10_12385400_12395980	2	UC
10_124030784_124036433	4	EM
10_124127978_124137396	7	EM
10_124453087_124464460	11	MM
10_124709864_124715723	2.5	UC
10_124767028_124771883	4	EM
10_124889679_124898602	4	EM
10_124906363_124916110	5	EM
10_125849674_125861784	2	UC
10_126106163_126112548	1	UC
10_126150238_126153176	4	EM
10_126429450_126437199	8	EM
10_126489832_126495285	5	EM
10_127407480_127412650	2	UC
10_127511899_127515179	2	UC
10_127584140_127586225	8	EM
10_128070588_128077489	4	EM
10_128353847_128360353	9	EM
10_129691009_129691805	8	EM
10_129704242_129708517	3	UC
10_129923052_129931971	5	EM
10_131255018_131265914	1	UC
10_131750880_131763215	4	EM
10_131930778_131935994	2	UC
10_133676825_133750754	2	UC
10_133794677_133797942	5	EM
10_133999423_134006728	1	UC
10_134140750_134147703	3.5	EM
10_134206302_134222160	8	EM
10_134255216_134268674	15	MM
10_134350253_134353660	2	UC
10_134753878_134761213	2	UC
10_135033256_135046951	12	MM
10_135119454_135134251	2	UC
10_13627317_13630828	2	UC
10_14815195_14818191	5	EM
10_14878376_14887218	7.5	EM
10_14919650_14922423	2	UC
10_14955407_14998678	3	UC
10_14998679_15002361	4	EM
10_15071748_15083161	1	UC
10_15136020_15146046	8.5	EM
10_15899090_15909285	2	UC
10_16561534_16564690	6	EM
10_17168818_17174368	4	EM
10_17243060_17248253	2	UC
10_17267901_17273494	7	EM
10_17274482_17278643	7	EM
10_17494184_17499213	9	EM
10_17645514_17662044	2	UC
10_17679830_17688620	3	UC
10_1779435_1780609	2	UC
10_179510_193410	5	EM
10_18939894_18942895	1	UC
10_18947403_18954126	2	UC
10_20097941_20106410	4	EM
10_21781245_21789893	15	MM
10_21813815_21818073	5	EM
10_21818074_21828109	2	UC
10_22290008_22296936	4	EM
10_22604011_22605863	2	UC
10_22632573_22634915	2	UC
10_22997145_23009353	2	UC
10_23214022_23219455	2	UC
10_23630245_23639418	4	EM
10_23727611_23734641	6	EM
10_23980462_23988180	4	EM
10_25005288_25014938	2	UC
10_25303478_25306357	1.5	UC
10_26724823_26730119	8	EM
10_27148168_27151789	4	EM
10_27436569_27447380	2.5	UC
10_27524501_27534566	2	UC
10_28027483_28035806	6	EM
10_28286974_28289269	2	UC
10_28590275_28592911	4	EM
10_28817798_28825812	4	EM
10_28937735_28968214	6	EM
10_30722494_30731532	8	EM
10_3101196_3111994	1	UC
10_31320373_31329182	8	EM
10_31606072_31614280	6	EM
10_3175687_3189753	1	UC
10_3212600_3224808	1	UC
10_32330372_32355301	2	UC
10_32635167_32638329	2	UC
10_32663477_32670928	2	UC
10_33293287_33295414	4	EM
10_33621192_33629950	8	EM
10_35102598_35107697	4	EM
10_35373260_35379605	2	UC
10_35415261_35424234	6	EM
10_35424235_35432557	6	EM
10_35885265_35894965	8	EM
10_35926482_35937720	5	EM
10_38255455_38267124	12	MM
10_3826209_3834728	4	EM
10_43273275_43279970	2	UC
10_43629055_43634565	5	EM
10_43907964_43944999	15	MM
10_43946102_43959528	15	MM
10_44069441_44074156	12	MM
10_44101399_44103612	14	MM
10_44139980_44143493	12	MM
10_44143494_44147665	12	MM
10_44874839_44889195	8	EM
10_45406383_45407934	5	EM
10_45474142_45474547	11	MM
10_45491835_45498521	13	MM
10_45865573_45873326	2	UC
10_46088525_46093353	5	EM
10_46167435_46171636	4	EM
10_46967018_46977773	5	EM
10_46988344_47004120	9	EM
10_47081572_47089303	8	EM
10_4827581_4830333	11	MM
10_48352423_48356477	6	EM
10_48385632_48392720	8	EM
10_48416246_48420646	8	EM
10_48435607_48448088	8	EM
10_49512933_49516435	4	EM
10_49856677_49869397	2	UC
10_49884941_49901211	2	UC
10_50143029_50146742	8	EM
10_50186300_50188639	2	UC
10_5053218_5062782	10	MM
10_50587406_50612605	6	EM
10_50737083_50749614	3	UC
10_5074191_5083266	10	MM
10_50813430_50830699	3.5	EM
10_5135512_5137754	10	MM
10_51543418_51551723	9	EM
10_51559528_51573460	8	EM
10_5221202_5239951	10	MM
10_52379566_52392356	6	EM
10_52749059_52752455	2	UC
10_53455343_53460367	1	UC
10_54071909_54076116	8	EM
10_5707483_5709660	6	EM
10_5724875_5729159	9	EM
10_5920962_5934044	3	UC
10_5971221_5988001	2	UC
10_60026672_60034571	2	UC
10_60093337_60099740	2	UC
10_60142599_60151084	4	EM
10_6014419_6025007	8	EM
10_6048811_6068154	9	EM
10_6099002_6106386	9	EM
10_6130205_6135501	2	UC
10_6180906_6188790	1	UC
10_6242941_6267231	1	UC
10_63659149_63662242	4	EM
10_6386997_6400069	15	MM
10_64026404_64028688	4	EM
10_64133767_64136066	7	EM
10_64562869_64568265	2	UC
10_64886963_64896176	5	EM
10_65224180_65225972	2	UC
10_65278667_65282382	2	UC
10_6616407_6623993	5	EM
10_68675439_68687471	8	EM
10_69597475_69602309	4	EM
10_69642253_69649273	2	UC
10_69833397_69836342	1	UC
10_69865419_69866371	7	EM
10_69988779_69998065	6	EM
10_70090012_70097497	1.5	UC
10_70163740_70180697	2.5	UC
10_70231684_70233905	1	UC
10_70313283_70321644	4	EM
10_70478360_70483538	2	UC
10_70513418_70516202	2	UC
10_70516203_70521040	2	UC
10_70654869_70666770	1	UC
10_70715372_70719386	1	UC
10_70747352_70752534	2	UC
10_70829816_70851186	8	EM
10_70876908_70886612	2	UC
10_70935493_70941727	1	UC
10_70976262_70980519	2	UC
10_71904571_71922821	2	UC
10_71966205_71970481	2	UC
10_71993433_72003386	2	UC
10_72042088_72053156	5	EM
10_72140625_72149701	6	EM
10_72149829_72165176	4	EM
10_72206540_72208016	7	EM
10_72231725_72239462	2	UC
10_72542401_72550430	5	EM
10_72644022_72658871	1	UC
10_73076014_73083832	2	UC
10_73155358_73164327	4	EM
10_73490600_73497897	15	MM
10_73527108_73534495	8	EM
10_73845943_73852073	5	EM
10_73975361_73982603	5	EM
10_74033250_74037220	8	EM
10_74109582_74132307	2	UC
10_7452579_7457450	5	EM
10_74714317_74716522	8	EM
10_75006078_75011525	2	UC
10_75011526_75013357	1	UC
10_75169934_75174669	2	UC
10_75254692_75259839	2	UC
10_75283271_75291396	2	UC
10_75384886_75385940	2	UC
10_75385941_75405997	8	EM
10_75409109_75414647	6	EM
10_75414648_75423117	6	EM
10_75495219_75504558	2	UC
10_75600204_75605605	2	UC
10_75630008_75639708	2	UC
10_75659404_75671609	8	EM
10_75910275_75915869	2	UC
10_76582604_76591193	3	UC
10_76813819_76818388	2	UC
10_76857907_76874214	2	UC
10_76969231_76975847	2	UC
10_77152036_77167684	5	EM
10_7827330_7831122	1.5	UC
10_79394612_79399403	2	UC
10_79786986_79799993	1	UC
10_8081682_8103205	2	UC
10_80826155_80829926	5	EM
10_81106850_81114991	2	UC
10_81317183_81322184	9	EM
10_81954077_81968055	2	UC
10_82048530_82049914	1	UC
10_82165769_82173382	2	UC
10_82213383_82218671	8	EM
10_82283662_82301596	6	EM
10_85952182_85958117	8	EM
10_85980038_85987167	6	EM
10_85987168_86002317	8	EM
10_86002318_86014326	7	EM
10_86076862_86089150	6	EM
10_88715201_88727384	8	EM
10_88727385_88731045	9.5	EM
10_88851827_88856118	2.5	UC
10_89415059_89421731	1	UC
10_89600894_89601438	2	UC
10_89620815_89627996	8	EM
10_90342905_90344818	4	EM
10_90344819_90349912	12	MM
10_90414154_90426223	2	UC
10_90562515_90563821	2	UC
10_90609590_90614576	8	EM
10_90638215_90640944	8	EM
10_90751013_90752197	2	UC
10_90963423_90967167	6	EM
10_91058973_91062089	12	MM
10_91079614_91088455	12	MM
10_91134481_91140913	11	MM
10_91150780_91152694	11	MM
10_91174293_91177626	5	EM
10_91312096_91319188	3	UC
10_91460850_91465151	5	EM
10_92612964_92621830	6	EM
10_92680316_92685707	8	EM
10_92972879_92985401	6	EM
10_93166427_93170948	2	UC
10_93391802_93394851	6	EM
10_93554026_93560584	2	UC
10_93659145_93673917	12	MM
10_93683308_93684583	1	UC
10_94049742_94053858	3.5	EM
10_94332484_94354694	1.5	UC
10_94447697_94448335	4	EM
10_94588794_94593462	2	UC
10_94817953_94824192	2	UC
10_94831385_94838376	2	UC
10_95234209_95246143	2	UC
10_95320634_95328648	6	EM
10_96121602_96123124	2	UC
10_96154623_96165253	2	UC
10_96953195_96956009	10	MM
10_97047991_97053863	6	EM
10_97113918_97120252	4	EM
10_97411328_97422510	1	UC
10_97452415_97456998	2	UC
10_975827_979074	6	EM
10_98031145_98031673	6	EM
10_98062060_98066291	3	UC
10_98116986_98119636	11	MM
10_98269959_98283018	2	UC
10_98477070_98493243	8	EM
10_98587476_98602363	8	EM
10_98736943_98741251	9	EM
10_98856296_98863263	4	EM
10_98942331_98947328	4	EM
10_99044940_99053826	4	EM
10_99075665_99079898	13	MM
10_99079899_99100340	10.5	MM
10_99205020_99206842	1.5	UC
10_99255245_99265644	2	UC
10_99496215_99499836	4	EM
10_99603439_99610471	2	UC
10_99773852_99794427	8	EM
10_99893994_99895228	2	UC
11_100555342_100563301	4	EM
11_101741337_101747171	5	EM
11_101911384_101919066	2	UC
11_101980476_101985328	4	EM
11_102183465_102190902	6	EM
11_102216438_102219921	6	EM
11_102317686_102331168	8	EM
11_102333041_102342667	8	EM
11_102401063_102407653	9	EM
11_102473327_102478710	2	UC
11_102495530_102496252	2	UC
11_102576300_102579448	9	EM
11_102593319_102598962	11	MM
11_102662448_102673265	9	EM
11_102819747_102826967	8	EM
11_102962489_102963092	2	UC
11_102979730_102980686	2	UC
11_10311659_10322319	4	EM
11_10325114_10330150	8	EM
11_105478042_105482335	4	EM
11_10559238_10563945	4	EM
11_105891762_105894916	8	EM
11_105941458_105949844	1	UC
11_10632095_10645359	6	EM
11_10714137_10719545	8	EM
11_107327827_107329319	2	UC
11_107430664_107438368	1	UC
11_10757979_10772658	2	UC
11_107649518_107650955	15	MM
11_107982760_107992465	1	UC
11_108093134_108097336	3	UC
11_108337420_108341614	2	UC
11_108462593_108466253	10	MM
11_108526968_108539820	2	UC
11_10878734_10900352	4	EM
