Chr	Start	End	UC	EM	MM
1	71546573	71549894	2	1	1
1	71865279	71879671	1	1	1
1	72036539	72043386	1	1	1
1	72746687	72749850	1	2	1
1	73177988	73186393	1	1	1
1	74346442	74350113	1	1	1
1	74660238	74669155	2	2	1
1	74837690	74846361	1	1	1
1	74928656	74934363	1	1	1
1	74973150	74979799	1	1	2
1	75122340	75143734	1	2	1
1	75194205	75204530	2	1	1
1	75593629	75595841	1	2	1
1	75595842	75599542	1	1	1
1	76002220	76008398	1	1	1
1	76068563	76079386	2	1	1
1	76187495	76190890	2	1	1
1	76245180	76252671	2	1	1
1	76252672	76256866	2	1	1
1	76257150	76264083	2	1	1
1	76392580	76398628	1	1	2
1	76539805	76544964	1	2	1
1	77218708	77221473	1	1	1
1	77331463	77335655	1	2	1
1	77533471	77539887	1	1	1
1	77683078	77686043	2	1	1
1	77743150	77755058	2	1	1
1	77803300	77817351	2	1	1
1	77854739	77859422	1	1	1
1	77885731	77887379	1	1	1
1	78141576	78151695	1	2	1
1	78220016	78226294	2	1	1
1	78242120	78249071	1	2	1
1	78353477	78362983	1	2	1
1	78439265	78448564	2	2	1
1	78546817	78558093	1	1	1
1	78765973	78769705	1	2	1
1	79046739	79049276	1	1	1
1	79077043	79086626	1	2	1
1	79114114	79115483	1	2	1
1	79152520	79154652	1	1	1
1	79470744	79482021	1	2	1
1	81768155	81772394	1	2	1
1	84258188	84260548	1	1	1
1	84463604	84466644	2	1	1
1	84540202	84546824	2	1	1
1	84742051	84745738	1	1	1
1	84761608	84768396	1	2	1
1	84863031	84864954	2	1	1
1	84941119	84947206	2	1	1
1	84970647	84978264	1	2	1
1	85038838	85042009	2	1	1
1	85100235	85101609	1	1	2
1	85154753	85156616	2	1	1
1	85258626	85259072	1	1	1
1	85357095	85360070	1	2	1
1	85460570	85465349	2	1	1
1	85507574	85515944	2	1	1
1	85661947	85679982	1	2	1
1	85720911	85726933	1	2	1
1	85731468	85750652	1	1	1
1	86038182	86045764	2	1	1
1	86045765	86049108	1	2	1
1	86049109	86060796	1	1	1
1	86172888	86174482	2	1	1
1	86612950	86623755	2	1	1
1	86859790	86866745	1	2	1
1	86883597	86890757	1	2	1
1	86927687	86935966	1	2	1
1	87009047	87018556	1	2	1
1	87155096	87159502	1	1	1
1	87169445	87172757	1	2	1
1	87379937	87381019	2	2	1
1	87408669	87410760	1	1	1
1	87616117	87617772	1	1	1
1	87793596	87795680	1	2	1
1	87819578	87827479	1	1	1
1	88024887	88031807	1	1	1
1	88928075	88932519	1	1	1
1	89145204	89151586	1	2	1
1	89270451	89282871	1	1	1
1	89344920	89361695	2	1	1
1	89457623	89466415	2	1	1
1	89615945	89617577	2	1	1
1	89640140	89642057	2	1	1
1	89664459	89668112	2	1	1
1	89723555	89726530	1	1	1
1	89735158	89741882	2	1	1
1	89827325	89830076	2	1	1
1	89986570	90007785	1	2	1
1	90096958	90103624	1	2	1
1	90232364	90236166	1	1	1
1	90279894	90290448	1	2	1
1	90454162	90461969	1	1	1
1	90466827	90471149	1	1	1
1	90716338	90719922	1	1	1
1	91118339	91124337	1	1	1
1	91180883	91187678	1	2	1
1	91487758	91489354	1	2	1
1	91851952	91860609	1	1	1
1	91860610	91874985	2	1	1
1	91961842	91967706	2	1	1
1	92364837	92375931	1	2	1
1	92413550	92422201	1	1	1
1	92484501	92496508	2	1	1
1	92545453	92546515	1	2	1
1	92629194	92634923	1	2	1
1	92678802	92684330	1	2	1
1	92764068	92764836	1	2	1
1	92951704	92954845	1	2	1
1	93163525	93167281	1	1	1
1	93257157	93268883	2	1	1
1	93283919	93298141	2	1	1
1	93298402	93307383	2	1	1
1	93309129	93313992	1	1	1
1	93425616	93427558	1	2	1
1	93434014	93436345	1	1	1
1	93446633	93461668	1	1	1
1	93474285	93478864	1	1	1
1	93542060	93545657	1	2	1
1	93566378	93572383	1	1	1
1	93639109	93648110	2	2	1
1	93810951	93824198	2	1	1
1	93902865	93917539	2	1	1
1	94055034	94070345	1	2	1
1	94306027	94323174	1	2	1
1	94344271	94349580	2	1	1
1	94370390	94375724	2	1	1
1	94584058	94587741	2	1	1
1	94609774	94612562	1	1	1
1	94614174	94621886	1	2	1
1	94739212	94755417	1	2	1
1	94876094	94886259	2	1	1
1	95006048	95008258	1	2	1
1	95277745	95286959	1	2	1
1	95317503	95322127	1	1	1
1	95389111	95393772	1	2	1
1	95519978	95527296	1	1	1
1	95536274	95538845	2	1	1
1	95573695	95586127	2	1	1
1	95698761	95703126	2	1	1
1	95729499	95732448	1	1	1
1	95969158	95971010	1	1	1
1	96351954	96358269	1	1	1
1	96689289	96693525	1	1	1
1	97185168	97187401	2	1	1
1	97366807	97369721	1	1	1
1	97561167	97562387	1	1	1
1	98260124	98262505	1	1	1
1	98385116	98389489	2	1	1
1	98506041	98512460	1	1	1
1	98836527	98850018	1	1	1
1	99126512	99129068	1	2	1
1	99467264	99471454	1	2	1
1	99726899	99741788	1	2	1
1	100105296	100123456	1	2	1
1	100231938	100238252	2	1	1
1	100249523	100251737	1	1	1
1	100294153	100296677	1	1	1
1	100313162	100317801	1	1	1
1	100430956	100437855	2	1	1
1	100443653	100447447	1	1	1
1	100466106	100472450	1	1	1
1	100502333	100509270	2	1	1
1	100596834	100598665	2	1	1
1	100598666	100607640	2	1	1
1	100634352	100646989	1	2	1
1	100713369	100722257	2	1	1
1	100726257	100738062	2	1	1
1	100738063	100748239	1	1	1
1	100802776	100812107	2	1	1
1	100838675	100845342	1	1	1
1	100951241	100958750	1	1	1
1	101000525	101008738	1	2	1
1	101185010	101186035	1	2	1
1	101360898	101363055	2	1	1
1	101460862	101461280	1	1	1
1	101490474	101494238	1	1	1
1	101596382	101602313	1	1	1
1	101680367	101703632	1	1	1
1	102321499	102327220	1	1	1
1	102461469	102463389	1	2	1
1	103573294	103579205	2	1	1
1	104064837	104072493	2	1	1
1	104093605	104100407	2	1	1
1	107597030	107599359	2	1	1
1	107679340	107685361	1	2	1
1	107988292	107992191	1	1	1
1	108107960	108117229	1	1	1
1	108497627	108507082	1	2	1
1	108507083	108511712	1	2	1
1	108741258	108748408	2	1	1
1	109102497	109108895	1	2	1
1	109202150	109204779	1	1	1
1	109225380	109237643	2	1	1
1	109250889	109262257	1	2	1
1	109276122	109282928	1	1	1
1	109283997	109290654	1	2	1
1	109393600	109400548	1	1	2
1	109407867	109428951	1	2	1
1	109496842	109513130	1	2	2
1	109582829	109593398	1	2	1
1	109611323	109625093	2	1	1
1	109630623	109633960	1	1	1
1	109639063	109645857	1	1	1
1	109654432	109658005	1	2	1
1	109749468	109751343	1	1	1
1	109751344	109757285	2	1	1
1	109790232	109798268	1	2	1
1	109822236	109835489	1	1	2
1	109847348	109859674	2	1	2
1	109931293	109941567	2	1	1
1	109965661	109970694	2	1	1
1	110005988	110011373	1	2	1
1	110022879	110029212	2	1	1
1	110036305	110039664	1	2	1
1	110048306	110063044	1	2	1
1	110080432	110083450	1	2	1
1	110083451	110088718	1	2	1
1	110088719	110094876	2	1	1
1	110129801	110135644	1	1	1
1	110135645	110139725	1	1	1
1	110139726	110149332	1	1	1
1	110149333	110166948	2	1	1
1	110166949	110184247	1	1	1
1	110196942	110202242	2	1	1
1	110269914	110284845	2	1	1
1	110305446	110308195	1	2	1
1	110427650	110429629	1	1	1
1	110444689	110454787	1	1	2
1	110522706	110534653	1	2	1
1	110571690	110578448	2	1	1
1	110599260	110605722	1	1	1
1	110609864	110614855	1	2	1
1	110624076	110630989	1	1	1
1	110651169	110659426	1	2	1
1	110691886	110696414	1	2	1
1	110711982	110716780	1	1	1
1	110716781	110730834	1	1	1
1	110750306	110770944	1	2	1
1	110814227	110815705	1	1	1
1	110877271	110891157	1	2	1
1	110929032	110936018	1	2	1
1	110943765	110952217	1	2	1
1	110983086	110994350	1	2	1
1	111061213	111066221	1	2	1
1	111171739	111176704	2	1	1
1	111194969	111196369	1	1	1
1	111214898	111219608	2	1	1
1	111415628	111420122	1	1	2
1	111486038	111488924	1	1	1
1	111504484	111507118	1	2	1
1	111678854	111684197	1	2	1
1	111742392	111746618	2	1	2
1	111746619	111749211	2	1	1
1	111862781	111869701	1	1	1
1	111887921	111890552	1	2	1
1	111967573	111974618	1	1	1
1	111990420	111993325	1	2	1
1	112014292	112018606	1	1	2
1	112031611	112033064	1	1	2
1	112084705	112088359	2	1	1
1	112101231	112106609	1	1	2
1	112188890	112205342	1	1	1
1	112294296	112300306	2	2	1
1	112449471	112459112	1	1	1
1	112529962	112535367	1	2	1
1	112737239	112744138	1	1	1
1	112912343	112923372	1	1	1
1	112933412	112943864	1	2	1
1	113005482	113010005	1	2	1
1	113161259	113162086	2	2	1
1	113162604	113168347	1	2	1
1	113177020	113192276	1	1	1
1	113195118	113195493	1	1	1
1	113210686	113231964	2	1	1
1	113236614	113241483	2	1	1
1	113246774	113258924	1	2	1
1	113262148	113272191	1	2	1
1	113497239	113505522	2	1	1
1	113600149	113620258	1	2	1
1	113931665	113934630	1	2	1
1	114296018	114309992	1	2	1
1	114352796	114357761	1	2	1
1	114407053	114415028	1	2	1
1	114429479	114430545	1	2	1
1	114444643	114452891	2	1	1
1	114470859	114473031	2	1	1
1	114520685	114523760	1	2	1
1	114693170	114697537	1	2	1
1	115051914	115054660	1	2	1
1	115116274	115125080	2	1	1
1	115209974	115216787	2	1	1
1	115236483	115238301	2	1	1
1	115258854	115262604	2	1	1
1	115298294	115301989	2	1	1
1	115320764	115324429	1	2	1
1	115394434	115400195	1	2	1
1	115566981	115582202	1	2	1
1	115624407	115634633	1	2	1
1	115821213	115829747	1	1	1
1	115877520	115887026	1	2	1
1	116152799	116164974	1	1	1
1	116183788	116185504	1	2	1
1	116305335	116314588	1	2	1
1	116384747	116387566	1	2	1
1	116513092	116520426	1	2	1
1	116556336	116564878	1	1	1
1	116653135	116655676	1	2	1
1	116820780	116823837	1	1	1
1	116914319	116919284	2	1	1
1	116955262	116960260	1	1	1
1	116960374	116961849	1	1	1
1	117109278	117115886	1	2	1
1	117208345	117212041	1	2	1
1	117212042	117217406	1	1	1
1	117222261	117237378	1	1	2
1	117292351	117299605	1	2	1
1	117446540	117450073	1	1	1
1	117450148	117454207	1	2	1
1	117542531	117544805	1	2	1
1	117600462	117602628	1	1	1
1	117602664	117607113	2	1	1
1	117637164	117639155	2	1	1
1	117662394	117665616	1	2	1
1	117749676	117753748	1	2	1
1	117904560	117911575	2	1	1
1	118143091	118150054	1	2	1
1	118224805	118232909	1	1	1
1	118471117	118475286	2	1	1
1	119529348	119533003	1	2	1
1	119680883	119688624	2	1	1
1	119801290	119817300	1	1	1
1	119873969	119878662	1	1	1
1	119907842	119911992	2	1	1
1	119955700	119958494	1	2	1
1	120187206	120194235	1	1	2
1	120198229	120204300	2	1	1
1	120309927	120314091	2	1	1
1	120353123	120358399	1	2	1
1	120431471	120440812	1	1	2
1	144941765	144945045	1	1	1
1	145074317	145077348	1	2	1
1	145411681	145413459	1	2	1
1	145427517	145441089	1	2	1
1	145451473	145470528	1	2	1
1	145472456	145477703	1	2	1
1	145503235	145513770	2	1	1
1	145513771	145516282	2	1	1
1	145520504	145527491	2	2	1
1	145546608	145551233	2	1	1
1	145569758	145575726	2	1	1
1	145589482	145593096	1	1	1
1	145606188	145621927	2	1	1
1	145714349	145725258	1	1	2
1	145725259	145730005	1	2	1
1	146642039	146658439	2	1	1
1	146707850	146725883	2	1	1
1	147013180	147018348	1	2	1
1	147138865	147143119	2	1	1
1	147227379	147237217	1	2	1
1	147243015	147253375	1	2	1
1	147374663	147381416	1	2	1
1	149812977	149815602	2	1	1
1	149821721	149823965	2	1	1
1	149848366	149858434	2	1	1
1	149858435	149862569	2	1	1
1	149878034	149894445	2	1	1
1	149898260	149901801	2	1	1
1	149907731	149919378	1	2	1
1	149981982	149999914	1	2	1
1	150038459	150040151	2	1	1
1	150113719	150130464	1	1	1
1	150197567	150222006	2	1	1
1	150227107	150235704	1	2	1
1	150238754	150249500	2	1	2
1	150252819	150268232	1	2	1
1	150275188	150277788	1	1	1
1	150277789	150297885	2	1	1
1	150335066	150345304	1	2	1
1	150458035	150460879	2	1	1
1	150471773	150480605	2	2	1
1	150501621	150544031	1	2	2
1	150572547	150590576	1	1	1
1	150598124	150602418	1	2	1
1	150663458	150679458	2	1	1
1	150692032	150694111	2	1	1
1	150734923	150741569	2	1	1
1	150769819	150781269	2	1	1
1	150782637	150789150	1	1	1
1	150847468	150859624	1	2	1
1	150886273	150899349	2	1	1
1	150942306	150946807	2	1	1
1	150946808	150952484	2	1	1
1	150953569	150972230	2	1	2
1	150977625	150989820	2	1	1
1	150989821	150997494	2	1	1
1	151013687	151022712	1	1	2
1	151029436	151039451	1	2	1
1	151039452	151048583	2	2	1
1	151118832	151121211	1	2	1
1	151127851	151129135	1	2	1
1	151134275	151143226	2	1	1
1	151145842	151154251	1	2	1
1	151155053	151171191	2	1	1
1	151219410	151234036	2	1	1
1	151246649	151254382	1	2	1
1	151254383	151268401	2	2	1
1	151297773	151300992	2	1	1
1	151309060	151322692	1	2	1
1	151333183	151350265	2	1	1
1	151368335	151375895	2	1	1
1	151427825	151434308	1	2	1
1	151478606	151483209	1	2	1
1	151496436	151509686	1	2	1
1	151512436	151516083	1	2	1
1	151516084	151535165	1	2	1
1	151583021	151588065	1	2	1
1	151592346	151603108	1	1	1
1	151672272	151686065	2	1	1
1	151687246	151690164	2	1	1
1	151731826	151740226	2	1	2
1	151763245	151770490	1	2	1
1	151775480	151780089	1	1	2
1	151793294	151807827	1	1	2
1	151812040	151814543	1	1	2
1	151821743	151830754	1	1	2
1	151879964	151884233	1	2	1
1	151964788	151970527	1	2	1
1	152018295	152026361	1	2	1
1	152061083	152067967	1	1	2
1	152085441	152087285	2	1	1
1	152087286	152102360	1	1	1
1	152130894	152132750	1	1	2
1	152173459	152185139	1	1	1
1	152185275	152199515	2	1	1
1	152297147	152303162	2	1	1
1	152329974	152335495	2	1	1
1	152386391	152386968	1	2	1
1	152483261	152484637	1	1	1
1	152484846	152488465	1	1	2
1	152535423	152540397	1	1	2
1	152552741	152558772	1	1	2
1	152571176	152573750	1	1	2
1	152581785	152586804	1	1	2
1	152592742	152599657	1	1	1
1	152635324	152645893	1	1	1
1	152645894	152654729	1	1	1
1	152667136	152671150	1	1	1
1	152678657	152681148	1	1	2
1	152689545	152694819	1	1	1
1	152728566	152733204	1	2	1
1	152741438	152750801	1	1	1
1	152757302	152760193	1	1	1
1	152762464	152770676	1	1	1
1	152777015	152790046	1	1	1
1	152795218	152800657	1	1	1
1	152813088	152816747	1	1	2
1	152843096	152861125	1	1	2
1	152878549	152884732	1	1	2
1	152914929	152926342	1	1	1
1	152939800	152943517	1	1	2
1	152953686	152957540	2	1	1
1	152972545	152975171	1	2	1
1	152999403	153005218	1	2	1
1	153014063	153014960	1	1	1
1	153085730	153087397	1	1	1
1	153103744	153117056	1	1	1
1	153123306	153124016	1	1	1
1	153174920	153183534	1	2	1
1	153189952	153193207	1	1	2
1	153231216	153235272	2	1	1
1	153277202	153289103	1	2	1
1	153303649	153315279	1	1	1
1	153315280	153325365	1	2	1
1	153329475	153330482	1	2	1
1	153342367	153348195	1	1	2
1	153359241	153375485	1	1	2
1	153387259	153389537	1	1	2
1	153428021	153437210	1	1	2
1	153495077	153523136	1	2	2
1	153536569	153543043	1	1	2
1	153585136	153591292	1	1	2
1	153599452	153610732	2	2	1
1	153613441	153621260	1	1	1
1	153621935	153636394	1	2	1
1	153636395	153649058	1	2	1
1	153649059	153654305	2	1	1
1	153697621	153703610	1	1	1
1	153721604	153725018	1	1	1
1	153725019	153727454	1	1	1
1	153743839	153751414	1	1	2
1	153893802	153902760	1	2	1
1	153917401	153921883	2	1	1
1	153923538	153935288	1	2	1
1	153936971	153941439	2	2	1
1	153941440	153950377	1	2	1
1	153956792	153974010	2	2	1
1	154005713	154017418	1	1	1
1	154123245	154133703	2	1	1
1	154163713	154167587	1	1	1
1	154171924	154179648	1	2	1
1	154191252	154201714	1	2	1
1	154221516	154231251	1	2	1
1	154232124	154237904	1	2	1
1	154237905	154247106	1	2	1
1	154290327	154302481	2	1	1
1	154310437	154317181	1	1	1
1	154376485	154380520	1	2	1
1	154473486	154475771	1	2	2
1	154521938	154528817	2	1	1
1	154529331	154539787	2	1	1
1	154539788	154542003	1	2	1
1	154551150	154556442	1	1	1
1	154596617	154601605	1	2	1
1	154831781	154845885	2	1	1
1	154893404	154930322	1	2	1
1	154931357	154937470	1	2	1
1	154937471	154948600	2	2	1
1	154953506	154955903	2	1	1
1	154962768	154966649	2	1	2
1	154968506	154982940	1	2	1
1	155003921	155013781	1	2	1
1	155013782	155025327	1	1	2
1	155036065	155037484	1	2	1
1	155095258	155101200	1	2	1
1	155106895	155107880	2	1	1
1	155110904	155137257	2	1	1
1	155145634	155154579	2	2	1
1	155154580	155178222	2	1	1
1	155178223	155179854	2	1	1
1	155219223	155237483	2	1	1
1	155246372	155256254	2	1	1
1	155256942	155273758	2	1	1
1	155274518	155280101	2	1	1
1	155290566	155305109	1	2	1
1	155313410	155317418	2	1	1
1	155319157	155337620	1	1	1
1	155383717	155389132	1	1	1
1	155389133	155392405	1	1	1
1	155511526	155540995	2	1	1
1	155649989	155662591	1	2	1
1	155819269	155829608	1	2	1
1	155834942	155869090	1	1	1
1	155878379	155883676	1	2	1
1	155887793	155893439	2	1	1
1	155895449	155903674	2	1	1
1	155903675	155912810	2	1	2
1	155945236	155971079	1	2	1
1	155982605	156000534	1	1	1
1	156011183	156025678	2	2	1
1	156027629	156033680	1	2	1
1	156038290	156072478	2	1	1
1	156107982	156121315	1	1	2
1	156159422	156166495	2	1	1
1	156171594	156193276	2	1	1
1	156208305	156216308	1	2	1
1	156216309	156218479	1	2	1
1	156252139	156252835	1	2	1
1	156264871	156268651	1	2	1
1	156305797	156317165	2	1	2
1	156336818	156341592	2	1	1
1	156380226	156393721	1	1	2
1	156393868	156401172	1	1	2
1	156467805	156490786	2	1	1
1	156498077	156505404	1	1	1
1	156542064	156544514	2	1	1
1	156548152	156549805	1	2	1
1	156557122	156562660	1	1	1
1	156565606	156574542	1	1	1
1	156582371	156589766	1	2	1
1	156595211	156618276	1	2	1
1	156622326	156650015	1	2	1
1	156668090	156682728	1	2	1
1	156682729	156685224	1	1	1
1	156696068	156699449	2	2	1
1	156707018	156715899	2	2	1
1	156715900	156723106	1	2	1
1	156736011	156736869	1	2	1
1	156778196	156789753	1	2	1
1	156828053	156831113	1	2	1
1	156861611	156869031	2	1	1
1	156881919	156903177	2	2	1
1	156903178	156916089	1	2	1
1	157014823	157029617	1	2	1
1	157069531	157073148	1	1	1
1	157106060	157108821	1	2	1
1	157507278	157532770	1	1	2
1	157567842	157569015	1	1	2
1	157660482	157663285	1	1	1
1	157670699	157674412	1	1	1
1	157745093	157751028	1	1	1
1	157788282	157791022	1	1	2
1	157864702	157872394	1	1	2
1	157959598	157965344	1	2	1
1	158149089	158156432	1	2	1
1	158220701	158225852	1	1	2
1	158254384	158263603	1	1	1
1	158301274	158301582	1	1	2
1	158318292	158324434	1	1	2
1	158366214	158371033	1	2	1
1	158389946	158390992	1	1	2
1	158423301	158449248	1	1	2
1	158449249	158453102	1	1	2
1	158460435	158467606	1	1	1
1	158515572	158518051	1	1	2
1	158532916	158533816	1	1	2
1	158540120	158551841	1	1	2
1	158655016	158658922	1	1	1
1	158668673	158677774	1	1	2
1	158677775	158689204	1	1	2
1	158722538	158724533	1	1	2
1	158729415	158740337	1	1	2
1	158745645	158749877	1	1	2
1	158798262	158801263	1	1	2
1	158898553	158901861	1	1	2
1	158955834	158972247	1	1	2
1	159111626	159124664	1	1	2
1	159135977	159142424	1	2	1
1	159169280	159178503	1	1	2
1	159249689	159260390	1	1	2
1	159283104	159288739	1	1	2
1	159408575	159410659	1	1	2
1	159504607	159509887	1	1	2
1	159557037	159559660	1	2	1
1	159681217	159685279	1	2	1
1	159749526	159753587	2	1	1
1	159768852	159774121	1	1	2
1	159793198	159817661	1	1	2
1	159817710	159822783	1	1	1
1	159822784	159839684	1	1	2
1	159865434	159872098	2	1	1
1	159893559	159897813	1	2	1
1	159905502	159916307	1	2	1
1	159922674	159926759	1	1	2
1	159999853	160005078	2	1	1
1	160029580	160032914	1	1	1
1	160037481	160041607	1	2	1
1	160046112	160054861	1	2	1
1	160065149	160070212	1	2	1
1	160077389	160095302	2	1	1
1	160119385	160123791	2	1	1
1	160150193	160165896	1	2	1
1	160172248	160175765	1	2	1
1	160227453	160235266	2	1	1
1	160250768	160255057	2	1	1
1	160255058	160260819	2	1	1
1	160305096	160314806	2	1	1
1	160330433	160344885	1	2	1
1	160360353	160366730	1	1	1
1	160368453	160372113	1	2	1
1	160473121	160477644	1	1	1
1	160492674	160495811	1	1	2
1	160506003	160507947	1	1	1
1	160548847	160554584	1	2	1
1	160616806	160628001	1	2	1
1	160643025	160648363	1	1	1
1	160680987	160683126	1	1	2
1	160703462	160714814	1	1	2
1	160764655	160771334	1	2	1
1	160830605	160832704	1	1	2
1	160850290	160854981	1	2	1
1	160921494	160946244	1	2	1
1	161000389	161009261	1	1	1
1	161014904	161016196	1	2	1
1	161037045	161052923	1	2	1
1	161052924	161057975	1	1	1
1	161057976	161060752	1	2	1
1	161067306	161076002	1	2	1
1	161077236	161092374	2	1	1
1	161097841	161106025	1	2	1
1	161119503	161135966	2	1	1
1	161135967	161164078	2	2	1
1	161164079	161175399	2	2	1
1	161181137	161187572	2	2	1
1	161191376	161194328	1	1	2
1	161194329	161208294	2	1	2
1	161227445	161229597	1	1	1
1	161279245	161283730	1	2	1
1	161283731	161291518	2	1	1
1	161333287	161342877	1	2	1
1	161370470	161372271	1	1	1
1	161475215	161475902	1	1	2
1	161674767	161677875	1	1	2
1	161688463	161695703	1	1	2
1	161719355	161719971	2	1	1
1	161730087	161738988	1	2	1
1	161984041	161996202	1	1	1
1	162037369	162059915	1	2	1
1	162285203	162292193	1	1	1
1	162311608	162317074	1	1	1
1	162333421	162337861	1	2	1
1	162346428	162349957	1	2	1
1	162368596	162382109	1	2	1
1	162461812	162468672	1	2	1
1	162518511	162532617	2	1	1
1	162582648	162601830	1	2	1
1	163033835	163040438	1	2	1
1	163130423	163144934	1	1	1
1	163184906	163187800	1	2	1
1	163231512	163239501	2	1	1
1	163351930	163366788	1	1	1
1	163889440	163893405	1	1	1
1	163937996	163947128	1	1	1
1	164023245	164025428	1	1	1
1	164522786	164525236	2	1	1
1	164607113	164611152	1	1	1
1	164743466	164746271	1	1	1
1	164944758	164950782	1	1	1
1	164952271	164956092	1	1	1
1	165037009	165043394	1	1	1
1	165178892	165182675	2	1	1
1	165183608	165193802	1	1	1
1	165325652	165330318	2	1	1
1	165413327	165420819	1	2	1
1	165508231	165513294	1	2	1
1	165548166	165553194	1	1	1
1	165595523	165601808	2	1	1
1	165667631	165668780	2	1	1
1	165735279	165738575	2	1	1
1	165796567	165798584	2	1	1
1	165865525	165870018	2	1	1
1	166044148	166051296	1	1	1
1	166122876	166124908	1	1	1
1	166133818	166139815	1	2	1
1	166802120	166812240	2	1	1
1	166840743	166852491	1	2	1
1	166943297	166950891	1	2	1
1	166955955	166958971	1	2	1
1	167009846	167013674	1	1	1
1	167020971	167022030	1	1	1
1	167056089	167060383	1	2	1
1	167060384	167066526	1	2	1
1	167163555	167173008	1	1	1
1	167187457	167198973	1	2	1
1	167485364	167489324	1	1	1
1	167521892	167524978	2	1	1
1	167597892	167601065	1	2	1
1	167690219	167692255	1	2	1
1	167772623	167794285	1	1	1
1	167883044	167896876	2	1	1
1	167903557	167906918	2	1	1
1	168041781	168054962	1	1	1
1	168105301	168107419	1	2	1
1	168147251	168151549	2	1	1
1	168191721	168196054	2	1	1
1	168215288	168220970	1	1	1
1	168231033	168245044	1	1	1
1	168250133	168253211	1	2	1
1	168344022	168347761	1	1	1
1	168697806	168701048	1	2	1
1	168717028	168719514	1	1	1
1	169048869	169063846	1	1	1
1	169070988	169080524	1	2	1
1	169279542	169283623	1	1	1
1	169330748	169340984	2	2	1
1	169427810	169430405	1	2	1
1	169452881	169463128	2	1	1
1	169547926	169559316	1	2	1
1	169599050	169604171	1	1	1
1	169676589	169682401	1	2	1
1	169702409	169706363	1	2	1
1	169763395	169765497	2	2	1
1	169856423	169865865	1	2	1
1	169990454	169993364	1	1	1
1	170053377	170065980	2	1	1
1	170114626	170115206	2	1	1
1	170496959	170507422	2	1	1
1	170628770	170638013	1	2	1
1	170897520	170904764	1	1	2
1	171005233	171022901	1	1	1
1	171059570	171068745	2	1	1
1	171068809	171077763	2	1	1
1	171101753	171108398	2	1	1
1	171152014	171167350	2	1	1
1	171196583	171197538	1	1	1
1	171215330	171220342	2	1	1
1	171220343	171223801	1	1	1
1	171281897	171284626	1	2	1
1	171449265	171454474	1	1	1
1	171454475	171457478	1	2	1
1	171486472	171492731	1	2	1
1	171588460	171592540	1	1	1
1	171619837	171626433	1	2	1
1	171707468	171712374	2	1	1
1	171730812	171737994	1	1	1
1	171750038	171751187	2	1	1
1	171807138	171811327	1	1	1
1	172106830	172110636	1	1	1
1	172113777	172115373	1	1	1
1	172316003	172318880	1	1	1
1	172332056	172340834	1	1	1
1	172387710	172398056	1	1	2
1	172410203	172413803	2	1	1
1	172499181	172503403	2	1	1
1	172580352	172586650	1	1	1
1	172625965	172629729	1	2	1
1	172740206	172746399	1	1	1
1	173017785	173022242	1	1	2
1	173175862	173177205	1	2	1
1	173249801	173250540	1	1	1
1	173446162	173447978	2	1	1
1	173521598	173529137	1	1	1
1	173569672	173572342	1	1	2
1	173633975	173641133	1	1	1
1	173641942	173647491	1	1	1
1	173676841	173686744	1	2	1
1	173792836	173793707	2	2	1
1	173793708	173796178	2	2	1
1	173833171	173838808	1	2	1
1	173884346	173890652	1	2	1
1	173988669	173994478	1	2	1
1	174127094	174132879	1	2	1
1	174159939	174176204	1	1	1
1	174416833	174419263	1	2	1
1	174963601	174965881	1	1	1
