frag	phylostrata	mainAge
chr1_236302483_236306046	2	UC
chr1_236306047_236309765	2	UC
chr1_236511438_236514535	8	EM
chr1_236680264_236681524	6	EM
chr1_236765525_236767873	2	UC
chr1_236840537_236853707	2	UC
chr1_236957652_236963344	1	UC
chr1_237202483_237207268	4	EM
chr1_24065494_24076385	4	EM
chr1_238050722_238054218	8	EM
chr1_24116095_24117999	1	UC
chr1_2319572_2324377	2	UC
chr1_24236767_24240321	8	EM
chr1_239542851_239552586	6	EM
chr1_24283735_24287861	8	EM
chr1_2335725_2351765	2	UC
chr1_240764901_240778320	6	EM
chr1_241518669_241523730	4	EM
chr1_24469097_24474112	9	EM
chr1_241682071_241685450	1	UC
chr1_241691478_241699238	2	UC
chr1_241801986_241803968	2	UC
chr1_241814345_241816107	4	EM
chr1_241839949_241841764	8	EM
chr1_24505108_24516772	8	EM
chr1_242008582_242013625	2	UC
chr1_242158181_242162255	4	EM
chr1_242162256_242172273	4	EM
chr1_2354920_2357804	2	UC
chr1_243417103_243427310	4	EM
chr1_244009552_244019722	2	UC
chr1_244209938_244215520	7	EM
chr1_24742131_24742860	4	EM
chr1_244514381_244517737	9	EM
chr1_244611695_244618371	3	UC
chr1_244993236_245000253	4	EM
chr1_24828117_24830589	6	EM
chr1_245316418_245321109	4	EM
chr1_24956915_24958408	2	UC
chr1_246723963_246730494	6	EM
chr1_246885512_246888376	1	UC
chr1_247236709_247243142	14	MM
chr1_247264297_247270058	14	MM
chr1_247490987_247500583	11	MM
chr1_247693953_247699949	11	MM
chr1_247741732_247751830	10	MM
chr1_247762821_247772536	10	MM
chr1_247830516_247838432	11	MM
chr1_247871990_247879665	11	MM
chr1_247886641_247887650	13	MM
chr1_247899764_247903456	8	EM
chr1_247919260_247924487	14	MM
chr1_247976548_247980162	8	EM
chr1_248002259_248005693	11	MM
chr1_248019374_248021602	10	MM
chr1_248082818_248087863	12	MM
chr1_248093428_248098101	11	MM
chr1_248180839_248194724	11	MM
chr1_248195023_248211273	11	MM
chr1_248221877_248227803	11	MM
chr1_248342754_248343994	12	MM
chr1_248402185_248410215	15	MM
chr1_248419807_248438241	12	MM
chr1_248512060_248515007	8	EM
chr1_248524853_248526622	11	MM
chr1_248568101_248573803	11	MM
chr1_248787896_248790556	11	MM
chr1_248842259_248845832	11	MM
chr1_249118709_249129213	4	EM
chr1_249142615_249158300	8	EM
chr1_249198399_249202839	5	EM
chr1_25549730_25582405	2	UC
chr1_2458433_2495896	8	EM
chr1_25755293_25761637	6.5	EM
chr1_25869153_25874760	5	EM
chr1_25938885_25949721	2	UC
chr1_2514865_2526252	2	UC
chr1_26231727_26235442	4	EM
chr1_26322524_26326094	2	UC
chr1_26342120_26347012	11	MM
chr1_26370521_26381061	2	UC
chr1_26386211_26397146	9	EM
chr1_26436399_26441817	4	EM
chr1_26482010_26491550	9	EM
chr1_26495199_26499657	2	UC
chr1_26499658_26520728	6.5	EM
chr1_2556307_2565296	1	UC
chr1_26643927_26645883	7	EM
chr1_26677864_26685407	8	EM
chr1_26690647_26702056	3	UC
chr1_26756394_26765144	1	UC
chr1_26796595_26803799	8	EM
chr1_26855141_26864507	2	UC
chr1_27018057_27027743	4	EM
chr1_27112453_27115733	2	UC
chr1_27147799_27154952	2	UC
chr1_27188039_27194264	10	MM
chr1_27215705_27222427	2	UC
chr1_27222428_27228699	3	UC
chr1_27238067_27264637	8	EM
chr1_27559582_27562387	2	UC
chr1_27643559_27651232	2	UC
chr1_27667759_27678358	8	EM
chr1_27680897_27713788	7.25	EM
chr1_27714328_27723790	10	MM
chr1_27814873_27820359	8	EM
chr1_27928426_27931673	8	EM
chr1_27997241_28009619	10	MM
chr1_28051526_28056536	2	UC
chr1_28150276_28159491	2	UC
chr1_28184682_28203673	8	EM
chr1_28284312_28303696	8	EM
chr1_2716377_2721584	5	EM
chr1_28408564_28415241	6	EM
chr1_28511770_28522951	8	EM
chr1_28561124_28564810	4	EM
chr1_28584972_28592787	11	MM
chr1_28689801_28697667	8	EM
chr1_28875368_28879982	2	UC
chr1_28914046_28927229	10	MM
chr1_28968733_28983358	2	UC
chr1_29062514_29066919	2	UC
chr1_29125292_29145455	8	EM
chr1_29210618_29232035	4	EM
chr1_29505251_29512554	2	UC
chr1_29555189_29557835	1	UC
chr1_29558588_29567345	3	UC
chr1_2927637_2944794	10	MM
chr1_2985230_2988777	6	EM
chr1_31193344_31205317	5	EM
chr1_31379889_31383989	8	EM
chr1_31537431_31538897	2	UC
chr1_31765334_31773210	2	UC
chr1_31846463_31854197	4	EM
chr1_31881947_31884507	2	UC
chr1_32035875_32051119	6	EM
chr1_32083124_32095490	4	EM
chr1_32106422_32114565	2	UC
chr1_32410371_32420906	2	UC
chr1_32477732_32487096	8	EM
chr1_32532669_32543686	8	EM
chr1_32573374_32575145	2	UC
chr1_32642437_32645826	2	UC
chr1_32661814_32670477	5	EM
chr1_32670478_32671967	5	EM
chr1_32671968_32694457	5.33333333333333	EM
chr1_32711309_32716765	8	EM
chr1_32716766_32718388	8	EM
chr1_32753663_32762300	1	UC
chr1_32794627_32814702	8	EM
chr1_32814703_32825453	9	EM
chr1_32858718_32860267	2	UC
chr1_32860268_32865489	2	UC
chr1_33004442_33006305	8	EM
chr1_33113157_33116506	1	UC
chr1_33116507_33119562	1.5	UC
chr1_33160962_33172003	8	EM
chr1_33201417_33221702	8	EM
chr1_33347783_33380941	5	EM
chr1_33427392_33431365	2	UC
chr1_33546157_33562510	1	UC
chr1_33645474_33649442	8	EM
chr1_33718493_33725414	8	EM
chr1_33895581_33904659	6	EM
chr1_34628509_34635339	6	EM
chr1_3370481_3383373	8	EM
chr1_35219994_35224428	9	EM
chr1_35224429_35238697	8	EM
chr1_35244702_35261317	8.5	EM
chr1_35392545_35396319	4	EM
chr1_35479790_35503867	6	EM
chr1_35524462_35531236	2	UC
chr1_35656943_35666673	4	EM
chr1_35733821_35735924	6	EM
chr1_36037223_36043346	5	EM
chr1_36261113_36277868	2	UC
chr1_36326423_36339124	2	UC
chr1_36538178_36558502	3	UC
chr1_36588533_36600342	8	EM
chr1_3531260_3544978	5	EM
chr1_36612957_36628346	5	EM
chr1_36689675_36690929	8	EM
chr1_36848555_36852470	4	EM
chr1_36858888_36863901	2	UC
chr1_36915681_36920902	2	UC
chr1_36927584_36939538	1	UC
chr1_3565776_3577339	3	UC
chr1_37494408_37508296	2	UC
chr1_37937165_37944375	4	EM
chr1_37979236_37981502	2	UC
chr1_38021315_38023385	2	UC
chr1_38055267_38061777	1	UC
chr1_38156332_38160858	4	EM
chr1_38269910_38276064	8	EM
chr1_38324477_38328050	5	EM
chr1_3705943_3720839	2	UC
chr1_38444088_38459957	2	UC
chr1_38469208_38479187	6	EM
chr1_38510351_38514482	2	UC
chr1_3768441_3797948	2	UC
chr1_39323109_39328055	2	UC
chr1_39338079_39346975	5	EM
chr1_39448021_39458157	8	EM
chr1_3815536_3819683	8	EM
chr1_39542466_39548092	4	EM
chr1_40038583_40043308	2	UC
chr1_40104515_40112348	8	EM
chr1_40347371_40353277	1	UC
chr1_40493568_40511069	2	UC
chr1_40623353_40629045	8	EM
chr1_40711556_40713624	11	MM
chr1_40764146_40786458	6	EM
chr1_40808519_40817618	2	UC
chr1_40901333_40917240	12	MM
chr1_40934539_40943649	12	MM
chr1_40970479_40975678	2	UC
chr1_40996163_40998471	12	MM
chr1_41120944_41131357	8	EM
chr1_41321701_41332672	11	MM
chr1_41435307_41445184	1	UC
chr1_41947515_41953716	8	EM
chr1_42493902_42508163	8	EM
chr1_42613655_42625305	8	EM
chr1_42626594_42634374	11	MM
chr1_42920939_42923294	2	UC
chr1_42925252_42930355	8	EM
chr1_43120381_43125945	2	UC
chr1_43146524_43150180	1	UC
chr1_43223689_43239461	1	UC
chr1_43281714_43283174	10	MM
chr1_43423610_43426304	2	UC
chr1_43608158_43611545	2	UC
chr1_43794944_43813361	8	EM
chr1_43824122_43834396	4	EM
chr1_43850167_43855391	4	EM
chr1_43855392_43858082	3	UC
chr1_43908234_43920915	1	UC
chr1_43976174_43992142	2	UC
chr1_44160990_44171673	8	EM
chr1_44171674_44172749	8	EM
chr1_44395544_44403674	8	EM
chr1_44405566_44414259	3	UC
chr1_44425068_44437550	2	UC
chr1_44440118_44441552	2	UC
chr1_44441553_44456606	5	EM
chr1_44456607_44458206	2	UC
chr1_44494001_44506509	1	UC
chr1_44678697_44684308	2	UC
chr1_44815789_44830580	1	UC
chr1_45136190_45140837	2	UC
chr1_45199393_45209488	2	UC
chr1_45238578_45241678	1	UC
chr1_45250883_45256643	6	EM
chr1_45264674_45275508	2.66666666666667	UC
chr1_45301331_45310991	2	UC
chr1_45451481_45454913	2	UC
chr1_45465302_45476777	4	EM
chr1_45476778_45482664	2.5	UC
chr1_45760051_45773195	4	EM
chr1_45787357_45799353	4	EM
chr1_45799354_45805322	2	UC
chr1_45805323_45806063	1.33333333333333	UC
chr1_45806064_45807555	1	UC
chr1_45955111_45957467	4	EM
chr1_45987157_45995504	1	UC
chr1_46012546_46017074	1	UC
chr1_46040094_46049895	2	UC
chr1_46088828_46095491	5	EM
chr1_46134654_46154186	6.5	EM
chr1_46250740_46263413	2	UC
chr1_46597097_46599621	4	EM
chr1_46636405_46641230	8	EM
chr1_46668482_46671826	8	EM
chr1_46685008_46687010	4	EM
chr1_46687011_46715365	2	UC
chr1_46763671_46771356	2	UC
chr1_46805253_46806048	2	UC
chr1_46806049_46810125	2	UC
chr1_46859762_46860911	1	UC
chr1_4706843_4717666	8	EM
chr1_46968809_46972928	5	EM
chr1_47012627_47024060	8	EM
chr1_47081193_47085435	6.5	EM
chr1_47136539_47140305	2	UC
chr1_47183266_47194316	4	EM
chr1_47221502_47225844	1	UC
chr1_47647596_47658305	8	EM
chr1_47771823_47786239	4	EM
chr1_47792295_47800369	1	UC
chr1_47871330_47889341	4	EM
chr1_47901530_47914305	4	EM
chr1_48685214_48689638	1	UC
chr1_49239278_49244638	6	EM
chr1_50485989_50489923	2	UC
chr1_50512934_50515011	2	UC
chr1_50887814_50904961	4	EM
chr1_51424828_51426097	4	EM
chr1_51426098_51427254	8	EM
chr1_51701618_51707979	4	EM
chr1_51982259_51990648	2	UC
chr1_52497569_52500184	2	UC
chr1_52519479_52521546	2	UC
chr1_52521547_52524720	2	UC
chr1_52594995_52608450	4	EM
chr1_52827143_52832473	4	EM
chr1_52869928_52871156	1.5	UC
chr1_53010298_53033318	2	UC
chr1_53058961_53070336	1	UC
chr1_53149826_53165264	2	UC
chr1_53191942_53193239	5	EM
chr1_53605720_53610340	8	EM
chr1_53660490_53666542	2	UC
chr1_53685740_53689798	2	UC
chr1_53699137_53705008	2	UC
chr1_53790262_53797286	6	EM
chr1_53923628_53926390	9	EM
chr1_54300976_54320506	5	EM
chr1_54350270_54363801	3	UC
chr1_54407561_54423841	3.5	EM
chr1_54478314_54494347	9	EM
chr1_54517645_54534602	2	UC
chr1_54605965_54629016	5	EM
chr1_54648228_54650120	4	EM
chr1_54660143_54666826	4	EM
chr1_54875902_54879620	2	UC
chr1_55000713_55017339	1	UC
chr1_55087349_55097193	8	EM
chr1_55100009_55109263	11	MM
chr1_55226356_55234435	1	UC
chr1_55262864_55269565	7	EM
chr1_55348935_55354709	1	UC
chr1_55437903_55452546	9	EM
chr1_55458364_55468260	12	MM
chr1_55491637_55506559	1	UC
chr1_55679204_55689022	2	UC
chr1_57104761_57115067	2	UC
chr1_57281041_57288092	9	EM
chr1_57318554_57321294	8	EM
chr1_57430135_57434394	8	EM
chr1_59011571_59017381	1	UC
chr1_59038342_59045654	8	EM
chr1_59164479_59168269	2	UC
chr1_59245185_59253039	2	UC
chr1_59758286_59764653	1	UC
chr1_60275891_60282193	2	UC
chr1_6049670_6053523	1.5	UC
chr1_60390009_60398171	2	UC
chr1_60537759_60543142	4	EM
chr1_6220817_6245036	2	UC
chr1_62176341_62201390	4	EM
chr1_6258535_6274327	4	EM
chr1_6286260_6297166	2	UC
chr1_6297167_6308873	8	EM
chr1_62901316_62904675	5	EM
chr1_6309134_6323213	8	EM
chr1_63051627_63064553	8	EM
chr1_63247446_63250968	2	UC
chr1_63985757_63989731	4	EM
chr1_64056350_64060967	4.5	EM
chr1_64236812_64242815	5	EM
chr1_6440860_6466926	1	UC
chr1_64665090_64681925	4	EM
chr1_64933260_64938213	4	EM
chr1_6551345_6553633	4	EM
chr1_6553634_6581701	4	EM
chr1_65418968_65434119	6	EM
chr1_6597457_6614861	2	UC
chr1_65885295_65894626	6	EM
chr1_6614862_6634284	8	EM
chr1_6635296_6647590	8	EM
chr1_6669510_6675892	6	EM
chr1_6683584_6688403	6	EM
chr1_67217482_67220628	2	UC
chr1_67264410_67275226	9	EM
chr1_6746419_6763387	2	UC
chr1_67389759_67391481	3	UC
chr1_67695072_67706175	12	MM
chr1_67895296_67901302	2	UC
chr1_68149975_68154776	6	EM
chr1_68296855_68307820	5	EM
chr1_6845266_6861033	5	EM
chr1_68516578_68525789	14	MM
chr1_68696452_68707494	4	EM
chr1_68911549_68921698	8	EM
chr1_68962244_68966190	6	EM
chr1_70666282_70674746	3	UC
chr1_70819945_70824643	8.5	EM
chr1_70875753_70879312	1	UC
chr1_71546573_71549894	2	UC
chr1_72746687_72749850	5	EM
chr1_74660238_74669155	4	EM
chr1_74973150_74979799	10	MM
chr1_75194205_75204530	1	UC
chr1_75593629_75595841	5	EM
chr1_76068563_76079386	2	UC
chr1_76187495_76190890	1	UC
chr1_76245180_76252671	2	UC
chr1_76257150_76264083	2	UC
chr1_77331463_77335655	5	EM
chr1_77683078_77686043	2	UC
chr1_78141576_78151695	4	EM
chr1_7828562_7833272	2	UC
chr1_78220016_78226294	2	UC
chr1_7840370_7848466	5	EM
chr1_78353477_78362983	7	EM
chr1_78439265_78448564	2.33333333333333	UC
chr1_7909867_7918134	9	EM
chr1_79077043_79086626	5	EM
chr1_79114114_79115483	8	EM
chr1_8008116_8036091	1	UC
chr1_8081098_8094265	8	EM
chr1_8375879_8381244	8	EM
chr1_84463604_84466644	2	UC
chr1_84540202_84546824	2	UC
chr1_84863031_84864954	2	UC
chr1_84941119_84947206	2	UC
chr1_84970647_84978264	8	EM
chr1_85038838_85042009	1	UC
chr1_85154753_85156616	2	UC
chr1_85357095_85360070	8	EM
chr1_85460570_85465349	2	UC
chr1_85507574_85515944	2	UC
chr1_85661947_85679982	5	EM
chr1_85720911_85726933	8	EM
chr1_86038182_86045764	1	UC
chr1_86172888_86174482	2	UC
chr1_86612950_86623755	1	UC
chr1_86859790_86866745	9	EM
chr1_86883597_86890757	4	EM
chr1_86927687_86935966	4	EM
chr1_87169445_87172757	4	EM
chr1_87379410_87379936	2	UC
chr1_87379937_87381019	3	UC
chr1_87793596_87795680	4	EM
chr1_8873994_8880232	4	EM
chr1_89145204_89151586	4	EM
chr1_8937608_8940711	1	UC
chr1_89344920_89361695	1	UC
chr1_89457623_89466415	2	UC
chr1_89487091_89491356	2	UC
chr1_89615945_89617577	2	UC
chr1_89640140_89642057	2	UC
chr1_89664459_89668112	2	UC
chr1_89735158_89741882	2	UC
chr1_89827325_89830076	2	UC
chr1_9003477_9012662	6	EM
chr1_89986570_90007785	5	EM
chr1_90096958_90103624	5	EM
chr1_90279894_90290448	5	EM
chr1_9082025_9091716	11	MM
chr1_91180883_91187678	6	EM
chr1_9148201_9150970	7	EM
chr1_91487758_91489354	8	EM
chr1_9186568_9194752	2	UC
chr1_91961842_91967706	2	UC
chr1_92364837_92375931	6	EM
chr1_92484501_92496508	1	UC
chr1_92764068_92764836	4	EM
chr1_9294268_9299456	4	EM
chr1_93257157_93268883	2	UC
chr1_93283919_93298141	1	UC
chr1_9350674_9357224	4	EM
chr1_93425616_93427558	8	EM
chr1_93542060_93545657	4	EM
chr1_93639109_93648110	5.5	EM
chr1_93810951_93824198	2	UC
chr1_93902865_93917539	2	UC
chr1_94306027_94323174	5	EM
chr1_94344271_94349580	2	UC
chr1_94370390_94375724	3	UC
chr1_94739212_94755417	4	EM
chr1_94876094_94886259	1	UC
chr1_95006048_95008258	8	EM
chr1_95277745_95286959	6	EM
chr1_95389111_95393772	4	EM
chr1_95536274_95538845	2	UC
chr1_95573695_95586127	2	UC
chr1_95698761_95703126	2	UC
chr1_9598476_9613618	2	UC
chr1_889424_903640	4.66666666666667	EM
chr1_9648089_9649792	6	EM
chr1_97185168_97187401	2	UC
chr1_97187402_97202926	2	UC
chr1_98385116_98389489	1	UC
chr1_9882740_9887455	5	EM
chr1_100105296_100123456	8	EM
chr1_100231938_100238252	2	UC
chr1_100430956_100437855	2	UC
chr10_101839196_101847078	7	EM
chr10_101944868_101948473	2	UC
chr10_101983939_101990335	4	EM
chr10_102024928_102046980	2	UC
chr10_102089566_102090699	2	UC
chr10_102101008_102107481	1	UC
chr10_102278464_102280876	2	UC
chr10_102286634_102292138	6	EM
chr10_102492885_102503696	6	EM
chr10_102727661_102731115	8	EM
chr10_102745843_102750791	1.5	UC
chr10_102752438_102756590	6	EM
chr10_102820099_102832014	6	EM
chr10_102966814_102994175	5	EM
chr10_103111442_103115300	2	UC
chr10_103325227_103336483	2	UC
chr10_103346850_103354217	2	UC
chr10_103453664_103458737	5	EM
chr10_103573412_103578279	1	UC
chr10_103595200_103610651	6	EM
chr10_103878793_103882547	4	EM
chr10_103888209_103896703	5	EM
chr10_103909108_103917766	1	UC
chr10_103986276_103986857	6	EM
chr10_104170139_104180749	4	EM
chr10_104180750_104190249	4	EM
chr10_104190360_104201875	6	EM
chr10_104261258_104262550	2	UC
chr10_104262551_104264684	5	EM
chr10_104473118_104476189	3	UC
chr10_104501232_104504686	5	EM
chr10_104593706_104605513	8	EM
chr10_104628027_104632455	1	UC
chr10_105108418_105111397	5	EM
chr10_105116991_105139054	2	UC
chr10_105152406_105157668	3.5	EM
chr10_105235696_105250427	8	EM
chr10_105251137_105254551	6	EM
chr10_105614422_105616436	8	EM
chr10_105676376_105694522	2	UC
chr10_105723734_105729377	4	EM
chr10_105844381_105845806	8	EM
chr10_105879858_105883772	4	EM
chr10_106096565_106101045	8	EM
chr10_1091212_1094991	1	UC
chr10_1094992_1096074	1	UC
chr10_108922829_108925590	4	EM
chr10_111674062_111683676	1	UC
chr10_111752628_111756722	1	UC
chr10_111965601_111972285	4	EM
chr10_112061091_112067985	2	UC
chr10_112255134_112262944	8	EM
chr10_112327256_112329436	1	UC
chr10_112395637_112408525	8	EM
chr10_112631371_112633138	2	UC
chr10_112678100_112680701	1	UC
chr10_112832585_112839323	6	EM
chr10_113972373_113985797	5	EM
chr10_114042600_114047333	8	EM
chr10_114130957_114134676	1	UC
chr10_114193340_114212345	2	UC
chr10_114706031_114714217	4	EM
chr10_115310233_115313458	5	EM
chr10_115509832_115511574	8	EM
chr10_115610452_115616858	2	UC
chr10_115798543_115807451	8	EM
chr10_115938654_115946909	5	EM
chr10_115996795_116001335	8	EM
chr10_116577878_116587626	4	EM
chr10_116696415_116702995	1	UC
chr10_116848353_116855698	4	EM
chr10_11645734_11654324	2	UC
chr10_118031306_118038406	6	EM
chr10_118083554_118089712	5	EM
chr10_118186263_118196028	10	MM
chr10_118305404_118315059	4	EM
chr10_118349243_118350756	4	EM
chr10_118604837_118612150	2.66666666666667	UC
chr10_118889211_118900347	5	EM
chr10_118955275_118957867	5	EM
chr10_118997342_119005840	1	UC
chr10_11777699_11789010	1	UC
chr10_119131520_119146527	4	EM
chr10_119798916_119807927	6	EM
chr10_120099138_120106417	5	EM
chr10_120351163_120356357	4	EM
chr10_120510805_120516689	4	EM
chr10_120783815_120799266	4	EM
chr10_120837396_120842672	2	UC
chr10_120860604_120873323	2	UC
chr10_120920964_120927630	8	EM
chr10_120931066_120943510	1	UC
chr10_120964464_120969579	4	EM
chr10_121294464_121305112	9	EM
chr10_121355184_121361301	2	UC
chr10_121406566_121411829	6	EM
chr10_121484055_121487453	3	UC
chr10_121650214_121656575	2	UC
chr10_12083181_12086688	2	UC
chr10_12102163_12115838	1	UC
chr10_122605638_122611860	2	UC
chr10_12167037_12172557	1	UC
chr10_123354490_123358400	5	EM
chr10_123683773_123690574	1	UC
chr10_12235839_12239455	1.5	UC
chr10_123727925_123737273	2	UC
chr10_123737739_123755188	6	EM
chr10_124030784_124036433	4	EM
chr10_124127978_124137396	7	EM
chr10_124218810_124225502	1	UC
chr10_124636825_124642340	14	MM
chr10_124709864_124715723	2.5	UC
chr10_124767028_124771883	3	UC
chr10_124889679_124898602	4	EM
chr10_124906363_124916110	5	EM
chr10_12385400_12395980	2	UC
chr10_125424054_125433153	8	EM
chr10_125849674_125861784	2	UC
chr10_126106163_126112548	1	UC
chr10_126150238_126153176	4	EM
chr10_126429450_126437199	8	EM
chr10_126489832_126495285	5	EM
chr10_126629650_126632439	4	EM
chr10_126837057_126852068	1	UC
chr10_127369371_127377302	7	EM
chr10_127407480_127412650	2	UC
chr10_127461106_127469176	8	EM
chr10_127508414_127511898	2	UC
chr10_127511899_127515179	2	UC
chr10_127584140_127586225	8	EM
chr10_128070588_128077489	4	EM
chr10_128353847_128360353	9	EM
chr10_129343472_129353735	9	EM
chr10_129691009_129691805	8	EM
chr10_129704242_129708517	3	UC
chr10_129923052_129931971	5	EM
chr10_131255018_131265914	1	UC
chr10_131750880_131763215	4	EM
chr10_131930778_131935994	2	UC
chr10_13133797_13146111	6.5	EM
chr10_133106332_133112110	9	EM
chr10_13199486_13204274	2	UC
chr10_133794677_133797942	5	EM
chr10_133917286_133928147	5	EM
chr10_134140750_134147703	3.5	EM
chr10_134206302_134222160	8	EM
chr10_134255216_134268674	15	MM
chr10_134350253_134353660	2	UC
chr10_134972713_134975212	5	EM
chr10_135033256_135046951	12	MM
chr10_135119454_135134251	2	UC
chr10_135181737_135200937	1.5	UC
chr10_135203672_135208489	1	UC
chr10_179510_193410	5	EM
chr10_13568933_13577409	8	EM
chr10_13627317_13630828	2	UC
chr10_14878376_14887218	7.5	EM
chr10_14919650_14922423	2	UC
chr10_14955407_14998678	3	UC
chr10_14998679_15002361	4	EM
chr10_15071748_15083161	1	UC
chr10_15136020_15146046	8.5	EM
chr10_15405580_15415892	8	EM
chr10_15899090_15909285	2	UC
chr10_16561534_16564690	6	EM
chr10_17168818_17174368	4	EM
chr10_17243060_17248253	2	UC
chr10_17267901_17273494	7	EM
chr10_1779435_1780609	2	UC
chr10_17494184_17499213	9	EM
chr10_17679830_17688620	3	UC
chr10_18239301_18241920	6	EM
chr10_18426191_18436353	4	EM
chr10_18947403_18954126	1.5	UC
chr10_20097941_20106410	4	EM
chr10_21432806_21435999	14	MM
chr10_21781245_21789893	15	MM
chr10_21813044_21813814	2	UC
chr10_21813815_21818073	3.5	EM
chr10_22290008_22296936	4	EM
chr10_22604011_22605863	2	UC
chr10_22605864_22612344	6	EM
chr10_22632573_22634915	2	UC
chr10_22997145_23009353	2	UC
chr10_23214022_23219455	2	UC
chr10_23630245_23639418	4	EM
chr10_23727611_23734641	6	EM
chr10_23980462_23988180	4	EM
chr10_25005288_25014938	2	UC
chr10_25303478_25306357	1	UC
chr10_25458606_25465290	5	EM
chr10_26216467_26224746	4	EM
chr10_26501398_26507855	1	UC
chr10_26724823_26730119	8	EM
chr10_27148168_27151789	4	EM
chr10_27384629_27399328	5	EM
chr10_27436569_27447380	2.5	UC
chr10_27524501_27534566	2	UC
chr10_27700727_27706997	2	UC
chr10_28027483_28035806	6	EM
chr10_28286974_28289269	2	UC
chr10_28817798_28825812	4	EM
chr10_28937735_28968214	6	EM
chr10_29134579_29141780	15	MM
chr10_30017211_30029724	4	EM
chr10_30403459_30404707	8	EM
chr10_30722494_30731532	8	EM
chr10_3101196_3111994	1	UC
chr10_31320373_31329182	8	EM
chr10_31606072_31614280	6	EM
chr10_3212600_3224808	1	UC
chr10_32330372_32355301	2	UC
chr10_32663477_32670928	2	UC
chr10_33293287_33295414	4	EM
chr10_33621192_33629950	8	EM
chr10_35373260_35379605	2	UC
chr10_35415261_35424234	6	EM
chr10_3826209_3834728	4	EM
chr10_38139368_38148729	12	MM
chr10_38255455_38267124	12	MM
chr10_38297005_38301907	2	UC
